1001,2016/6/30 21:00,2016/7/1 0:05,116
1002,2016/6/30 19:30,2016/7/1 0:05,109
1004,2016/6/30 23:20,2016/7/1 0:10,101
1006,2016/6/30 16:45,2016/7/1 0:20,308
1007,2016/6/30 17:10,2016/7/1 0:30,105
1008,2016/6/30 14:55,2016/7/1 0:30,110
1009,2016/6/30 15:30,2016/7/1 0:50,306
1010,2016/6/30 23:55,2016/7/1 0:55,120
1011,2016/6/30 15:30,2016/7/1 0:55,117
1012,2016/7/1 0:30,2016/7/1 1:15,116
1013,2016/7/1 0:15,2016/7/1 1:20,109
1014,2016/6/30 19:20,2016/7/1 1:40,103
1015,2016/7/1 1:20,2016/7/1 2:25,110
1017,2016/7/1 0:20,2016/7/1 2:30,101
1019,2016/7/1 2:00,2016/7/1 2:50,105
1021,2016/6/30 22:05,2016/7/1 2:50,FX13
1022,2016/7/1 2:00,2016/7/1 3:00,120
1024,2016/7/1 0:50,2016/7/1 3:20,FX15
1025,2016/7/1 0:25,2016/7/1 3:25,FX28
1026,2016/7/1 1:45,2016/7/1 3:30,FX02
1027,2016/7/1 1:20,2016/7/1 3:35,FX23
1028,2016/7/1 2:05,2016/7/1 3:45,109
1030,2016/7/1 1:15,2016/7/1 4:00,FX24
1031,2016/7/1 1:35,2016/7/1 4:05,FX05
1032,2016/7/1 1:00,2016/7/1 4:10,FX07
1034,2016/6/30 0:55,2016/7/1 4:15,FX18
1035,2016/7/1 1:30,2016/7/1 4:30,FX10
1036,2016/7/1 1:35,2016/7/1 5:00,FX26
1038,2016/7/1 4:50,2016/7/1 5:50,116
1039,2016/7/1 5:05,2016/7/1 5:55,120
1040,2016/7/1 2:30,2016/7/1 6:00,FX11
1041,2016/6/30 18:05,2016/7/1 6:00,403
1042,2016/7/1 5:00,2016/7/1 6:10,101
1043,2016/7/1 0:10,2016/7/1 6:15,225
1044,2016/6/30 22:25,2016/7/1 6:20,126
1045,2016/6/30 16:55,2016/7/1 6:20,224
1046,2016/7/1 1:05,2016/7/1 6:25,GY01
1047,2016/6/30 21:30,2016/7/1 6:25,232
1048,2016/7/1 0:10,2016/7/1 6:30,236
1049,2016/6/30 23:50,2016/7/1 6:30,203
1050,2016/7/1 1:00,2016/7/1 6:35,227
1051,2016/6/30 23:25,2016/7/1 6:35,420
1052,2016/6/30 23:05,2016/7/1 6:35,436
1053,2016/6/30 0:10,2016/7/1 6:35,234
1054,2016/7/1 1:20,2016/7/1 6:40,139
1056,2016/7/1 0:05,2016/7/1 6:40,216
1057,2016/6/30 23:55,2016/7/1 6:40,207
1058,2016/7/1 4:40,2016/7/1 6:45,304
1059,2016/7/1 0:50,2016/7/1 6:45,GY08
1060,2016/6/30 12:55,2016/7/1 6:45,310
1061,2016/6/28 0:30,2016/7/1 6:45,137
1062,2016/7/1 1:25,2016/7/1 6:50,GY02
1064,2016/6/30 23:05,2016/7/1 6:50,311
1065,2016/6/30 19:20,2016/7/1 6:50,432
1067,2016/7/1 1:25,2016/7/1 6:55,138
1068,2016/7/1 0:40,2016/7/1 6:55,206
1069,2016/6/30 19:50,2016/7/1 6:55,228
1070,2016/7/1 1:10,2016/7/1 7:00,130
1071,2016/6/30 22:55,2016/7/1 7:00,GY06
1073,2016/6/30 23:55,2016/7/1 7:05,214
1074,2016/6/30 23:50,2016/7/1 7:05,208
1075,2016/6/30 22:15,2016/7/1 7:05,257
1077,2016/6/30 23:40,2016/7/1 7:10,401
1078,2016/6/30 18:30,2016/7/1 7:10,226
1079,2016/7/1 0:10,2016/7/1 7:15,407
1081,2016/6/30 23:40,2016/7/1 7:20,136
1082,2016/6/30 23:30,2016/7/1 7:20,211
1083,2016/6/30 21:35,2016/7/1 7:20,238
1084,2016/7/1 1:10,2016/7/1 7:25,GY05
1085,2016/6/30 22:45,2016/7/1 7:25,240
1086,2016/6/30 22:30,2016/7/1 7:25,313
1088,2016/6/30 23:40,2016/7/1 7:30,239
1089,2016/6/30 22:20,2016/7/1 7:30,111
1090,2016/6/30 20:10,2016/7/1 7:30,264
1091,2016/6/30 19:10,2016/7/1 7:30,274
1092,2016/7/1 1:50,2016/7/1 7:35,402
1093,2016/7/1 1:05,2016/7/1 7:35,140
1094,2016/7/1 0:35,2016/7/1 7:35,231
1095,2016/6/30 21:50,2016/7/1 7:35,215
1096,2016/7/1 1:15,2016/7/1 7:40,259
1097,2016/6/30 23:10,2016/7/1 7:40,233
1098,2016/6/30 22:00,2016/7/1 7:40,213
1099,2016/7/1 0:40,2016/7/1 7:45,308
1100,2016/6/30 23:55,2016/7/1 7:45,219
1101,2016/6/30 18:55,2016/7/1 7:45,235
1102,2016/7/1 1:10,2016/7/1 7:50,263
1103,2016/6/30 22:40,2016/7/1 7:50,312
1104,2016/6/30 18:40,2016/7/1 7:50,276
1105,2016/6/30 18:10,2016/7/1 7:50,GY10
1106,2016/6/30 23:20,2016/7/1 7:55,270
1107,2016/6/30 22:15,2016/7/1 7:55,GY04
1108,2016/7/1 1:00,2016/7/1 8:00,218
1109,2016/6/30 23:35,2016/7/1 8:00,220
1110,2016/6/30 23:15,2016/7/1 8:00,307
1111,2016/6/30 21:10,2016/7/1 8:00,205
1112,2016/7/1 0:30,2016/7/1 8:05,435
1113,2016/6/30 22:35,2016/7/1 8:05,406
1114,2016/6/30 22:25,2016/7/1 8:05,129
1115,2016/7/1 0:45,2016/7/1 8:10,229
1116,2016/6/30 22:50,2016/7/1 8:10,217
1117,2016/6/30 22:35,2016/7/1 8:10,221
1118,2016/6/30 19:35,2016/7/1 8:10,210
1119,2016/7/1 0:30,2016/7/1 8:15,267
1120,2016/6/30 23:30,2016/7/1 8:15,272
1121,2016/6/30 22:05,2016/7/1 8:15,113
1122,2016/6/30 21:40,2016/7/1 8:15,301
1123,2016/7/1 6:50,2016/7/1 8:20,207
1124,2016/7/1 6:00,2016/7/1 8:20,103
1125,2016/6/30 21:55,2016/7/1 8:20,223
1126,2016/6/30 19:25,2016/7/1 8:20,277
1127,2016/7/1 0:50,2016/7/1 8:25,409
1128,2016/6/30 23:45,2016/7/1 8:25,123
1129,2016/6/30 22:55,2016/7/1 8:25,302
1131,2016/7/1 5:45,2016/7/1 8:30,256
1132,2016/7/1 1:10,2016/7/1 8:30,269
1133,2016/7/1 0:15,2016/7/1 8:30,309
1134,2016/6/30 21:55,2016/7/1 8:30,102
1135,2016/7/1 0:15,2016/7/1 8:35,271
1136,2016/6/30 22:30,2016/7/1 8:35,408
1137,2016/6/30 21:25,2016/7/1 8:35,GY09
1138,2016/7/1 6:00,2016/7/1 8:40,116
1139,2016/7/1 0:25,2016/7/1 8:40,118
1140,2016/6/30 23:25,2016/7/1 8:40,108
1141,2016/6/29 19:35,2016/7/1 8:40,202
1142,2016/6/30 22:20,2016/7/1 8:45,115
1143,2016/6/30 21:05,2016/7/1 8:45,125
1144,2016/6/30 19:45,2016/7/1 8:45,305
1145,2016/7/1 6:00,2016/7/1 8:50,306
1146,2016/6/30 23:40,2016/7/1 8:50,114
1147,2016/6/30 20:20,2016/7/1 8:50,131
1148,2016/7/1 7:55,2016/7/1 8:55,130
1149,2016/7/1 7:00,2016/7/1 8:55,126
1151,2016/6/30 23:45,2016/7/1 9:00,278
1152,2016/6/30 21:50,2016/7/1 9:00,104
1153,2016/6/30 22:50,2016/7/1 9:05,421
1154,2016/6/30 21:55,2016/7/1 9:05,133
1155,2016/6/30 20:20,2016/7/1 9:05,433
1156,2016/7/1 8:10,2016/7/1 9:10,235
1157,2016/6/30 23:50,2016/7/1 9:10,422
1158,2016/6/30 21:45,2016/7/1 9:10,121
1159,2016/6/30 23:00,2016/7/1 9:15,201
1160,2016/6/30 22:15,2016/7/1 9:15,434
1161,2016/6/30 21:20,2016/7/1 9:15,132
1162,2016/7/1 8:30,2016/7/1 9:20,129
1163,2016/7/1 0:25,2016/7/1 9:20,GY03
1164,2016/6/30 22:15,2016/7/1 9:20,275
1165,2016/7/1 8:20,2016/7/1 9:25,220
1166,2016/7/1 6:50,2016/7/1 9:25,101
1167,2016/6/30 20:30,2016/7/1 9:25,GY12
1168,2016/6/30 16:10,2016/7/1 9:25,410
1169,2016/7/1 8:30,2016/7/1 9:30,205
1170,2016/7/1 5:15,2016/7/1 9:30,110
1171,2016/7/1 0:45,2016/7/1 9:30,GY07
1172,2016/6/30 15:00,2016/7/1 9:30,237
1173,2016/7/1 8:30,2016/7/1 9:35,227
1174,2016/7/1 8:25,2016/7/1 9:40,216
1175,2016/7/1 6:25,2016/7/1 9:45,403
1176,2016/6/30 23:35,2016/7/1 9:45,404
1177,2016/6/30 20:00,2016/7/1 9:45,124
1178,2016/6/30 22:55,2016/7/1 9:50,437
1179,2016/6/30 22:20,2016/7/1 9:50,127
