1001,2016/6/30 21:00,2016/7/1 0:05,117
1002,2016/6/30 19:30,2016/7/1 0:05,109
1004,2016/6/30 23:20,2016/7/1 0:10,121
1006,2016/6/30 16:45,2016/7/1 0:20,110
1007,2016/6/30 17:10,2016/7/1 0:30,116
1008,2016/6/30 14:55,2016/7/1 0:30,104
1009,2016/6/30 15:30,2016/7/1 0:50,306
1010,2016/6/30 23:55,2016/7/1 0:55,113
1011,2016/6/30 15:30,2016/7/1 0:55,105
1012,2016/7/1 0:30,2016/7/1 1:15,110
1013,2016/7/1 0:15,2016/7/1 1:20,117
1014,2016/6/30 19:20,2016/7/1 1:40,103
1015,2016/7/1 1:20,2016/7/1 2:25,105
1017,2016/7/1 0:20,2016/7/1 2:30,109
1019,2016/7/1 2:00,2016/7/1 2:50,116
1021,2016/6/30 22:05,2016/7/1 2:50,FX23
1022,2016/7/1 2:00,2016/7/1 3:00,110
1024,2016/7/1 0:50,2016/7/1 3:20,FX13
1025,2016/7/1 0:25,2016/7/1 3:25,FX28
1026,2016/7/1 1:45,2016/7/1 3:30,FX12
1027,2016/7/1 1:20,2016/7/1 3:35,FX01
1028,2016/7/1 2:05,2016/7/1 3:45,117
1030,2016/7/1 1:15,2016/7/1 4:00,FX26
1031,2016/7/1 1:35,2016/7/1 4:05,FX15
1032,2016/7/1 1:00,2016/7/1 4:10,FX24
1034,2016/6/30 0:55,2016/7/1 4:15,FX22
1035,2016/7/1 1:30,2016/7/1 4:30,FX16
1036,2016/7/1 1:35,2016/7/1 5:00,FX09
1038,2016/7/1 4:50,2016/7/1 5:50,116
1039,2016/7/1 5:05,2016/7/1 5:55,110
1040,2016/7/1 2:30,2016/7/1 6:00,FX11
1041,2016/6/30 18:05,2016/7/1 6:00,435
1042,2016/7/1 5:00,2016/7/1 6:10,113
1043,2016/7/1 0:10,2016/7/1 6:15,GY01
1044,2016/6/30 22:25,2016/7/1 6:20,126
1045,2016/6/30 16:55,2016/7/1 6:20,224
1047,2016/6/30 21:30,2016/7/1 6:25,232
1049,2016/6/30 23:50,2016/7/1 6:30,203
1050,2016/7/1 1:00,2016/7/1 6:35,274
1051,2016/6/30 23:25,2016/7/1 6:35,302
1052,2016/6/30 23:05,2016/7/1 6:35,GY06
1053,2016/6/30 0:10,2016/7/1 6:35,234
1054,2016/7/1 1:20,2016/7/1 6:40,312
1055,2016/7/1 0:45,2016/7/1 6:40,228
1056,2016/7/1 0:05,2016/7/1 6:40,222
1057,2016/6/30 23:55,2016/7/1 6:40,207
1058,2016/7/1 4:40,2016/7/1 6:45,405
1059,2016/7/1 0:50,2016/7/1 6:45,313
1060,2016/6/30 12:55,2016/7/1 6:45,GY10
1062,2016/7/1 1:25,2016/7/1 6:50,239
1063,2016/7/1 0:55,2016/7/1 6:50,136
1064,2016/6/30 23:05,2016/7/1 6:50,310
1065,2016/6/30 19:20,2016/7/1 6:50,305
1067,2016/7/1 1:25,2016/7/1 6:55,GY09
1068,2016/7/1 0:40,2016/7/1 6:55,275
1069,2016/6/30 19:50,2016/7/1 6:55,229
1070,2016/7/1 1:10,2016/7/1 7:00,131
1071,2016/6/30 22:55,2016/7/1 7:00,303
1073,2016/6/30 23:55,2016/7/1 7:05,216
1074,2016/6/30 23:50,2016/7/1 7:05,208
1075,2016/6/30 22:15,2016/7/1 7:05,256
1076,2016/6/30 23:50,2016/7/1 7:10,GY12
1077,2016/6/30 23:40,2016/7/1 7:10,432
1078,2016/6/30 18:30,2016/7/1 7:10,GY04
1079,2016/7/1 0:10,2016/7/1 7:15,434
1081,2016/6/30 23:40,2016/7/1 7:20,GY07
1082,2016/6/30 23:30,2016/7/1 7:20,211
1083,2016/6/30 21:35,2016/7/1 7:20,225
1084,2016/7/1 1:10,2016/7/1 7:25,226
1085,2016/6/30 22:45,2016/7/1 7:25,240
1086,2016/6/30 22:30,2016/7/1 7:25,135
1088,2016/6/30 23:40,2016/7/1 7:30,233
1089,2016/6/30 22:20,2016/7/1 7:30,107
1090,2016/6/30 20:10,2016/7/1 7:30,264
1091,2016/6/30 19:10,2016/7/1 7:30,GY02
1092,2016/7/1 1:50,2016/7/1 7:35,277
1093,2016/7/1 1:05,2016/7/1 7:35,137
1095,2016/6/30 21:50,2016/7/1 7:35,215
1096,2016/7/1 1:15,2016/7/1 7:40,238
1097,2016/6/30 23:10,2016/7/1 7:40,257
1098,2016/6/30 22:00,2016/7/1 7:40,221
1099,2016/7/1 0:40,2016/7/1 7:45,259
1100,2016/6/30 23:55,2016/7/1 7:45,219
1101,2016/6/30 18:55,2016/7/1 7:45,236
1102,2016/7/1 1:10,2016/7/1 7:50,437
1104,2016/6/30 18:40,2016/7/1 7:50,227
1105,2016/6/30 18:10,2016/7/1 7:50,309
1106,2016/6/30 23:20,2016/7/1 7:55,270
1107,2016/6/30 22:15,2016/7/1 7:55,235
1108,2016/7/1 1:00,2016/7/1 8:00,218
1109,2016/6/30 23:35,2016/7/1 8:00,263
1110,2016/6/30 23:15,2016/7/1 8:00,206
1111,2016/6/30 21:10,2016/7/1 8:00,220
1112,2016/7/1 0:30,2016/7/1 8:05,GY03
1113,2016/6/30 22:35,2016/7/1 8:05,421
1114,2016/6/30 22:25,2016/7/1 8:05,129
1115,2016/7/1 0:45,2016/7/1 8:10,231
1116,2016/6/30 22:50,2016/7/1 8:10,217
1117,2016/6/30 22:35,2016/7/1 8:10,308
1118,2016/6/30 19:35,2016/7/1 8:10,204
1119,2016/7/1 0:30,2016/7/1 8:15,420
1120,2016/6/30 23:30,2016/7/1 8:15,268
1121,2016/6/30 22:05,2016/7/1 8:15,119
1122,2016/6/30 21:40,2016/7/1 8:15,301
1123,2016/7/1 6:50,2016/7/1 8:20,207
1124,2016/7/1 6:00,2016/7/1 8:20,116
1125,2016/6/30 21:55,2016/7/1 8:20,223
1126,2016/6/30 19:25,2016/7/1 8:20,278
1127,2016/7/1 0:50,2016/7/1 8:25,258
1128,2016/6/30 23:45,2016/7/1 8:25,102
1129,2016/6/30 22:55,2016/7/1 8:25,202
1130,2016/6/30 19:30,2016/7/1 8:25,210
1131,2016/7/1 5:45,2016/7/1 8:30,403
1132,2016/7/1 1:10,2016/7/1 8:30,237
1133,2016/7/1 0:15,2016/7/1 8:30,GY11
1134,2016/6/30 21:55,2016/7/1 8:30,114
1135,2016/7/1 0:15,2016/7/1 8:35,271
1136,2016/6/30 22:30,2016/7/1 8:35,115
1138,2016/7/1 6:00,2016/7/1 8:40,105
1139,2016/7/1 0:25,2016/7/1 8:40,121
1140,2016/6/30 23:25,2016/7/1 8:40,112
1141,2016/6/29 19:35,2016/7/1 8:40,205
1142,2016/6/30 22:20,2016/7/1 8:45,101
1143,2016/6/30 21:05,2016/7/1 8:45,130
1144,2016/6/30 19:45,2016/7/1 8:45,407
1145,2016/7/1 6:00,2016/7/1 8:50,306
1146,2016/6/30 23:40,2016/7/1 8:50,122
1147,2016/6/30 20:20,2016/7/1 8:50,125
1148,2016/7/1 7:55,2016/7/1 8:55,131
1149,2016/7/1 7:00,2016/7/1 8:55,126
1151,2016/6/30 23:45,2016/7/1 9:00,276
1152,2016/6/30 21:50,2016/7/1 9:00,307
1154,2016/6/30 21:55,2016/7/1 9:05,132
1155,2016/6/30 20:20,2016/7/1 9:05,406
1156,2016/7/1 8:10,2016/7/1 9:10,234
1157,2016/6/30 23:50,2016/7/1 9:10,267
1158,2016/6/30 21:45,2016/7/1 9:10,118
1159,2016/6/30 23:00,2016/7/1 9:15,212
1160,2016/6/30 22:15,2016/7/1 9:15,404
1161,2016/6/30 21:20,2016/7/1 9:15,133
1162,2016/7/1 8:30,2016/7/1 9:20,129
1163,2016/7/1 0:25,2016/7/1 9:20,272
1164,2016/6/30 22:15,2016/7/1 9:20,304
1165,2016/7/1 8:20,2016/7/1 9:25,219
1166,2016/7/1 6:50,2016/7/1 9:25,110
1167,2016/6/30 20:30,2016/7/1 9:25,124
1168,2016/6/30 16:10,2016/7/1 9:25,410
1169,2016/7/1 8:30,2016/7/1 9:30,222
1170,2016/7/1 5:15,2016/7/1 9:30,103
1171,2016/7/1 0:45,2016/7/1 9:30,311
1172,2016/6/30 15:00,2016/7/1 9:30,269
1173,2016/7/1 8:30,2016/7/1 9:35,227
1174,2016/7/1 8:25,2016/7/1 9:40,217
1175,2016/7/1 6:25,2016/7/1 9:45,435
1176,2016/6/30 23:35,2016/7/1 9:45,408
1177,2016/6/30 20:00,2016/7/1 9:45,138
1178,2016/6/30 22:55,2016/7/1 9:50,GY05
1179,2016/6/30 22:20,2016/7/1 9:50,GY08
1180,2016/7/1 8:55,2016/7/1 9:55,116
1181,2016/6/30 20:55,2016/7/1 9:55,230
1182,2016/6/30 20:05,2016/7/1 9:55,213
1183,2016/7/1 6:40,2016/7/1 10:00,203
1184,2016/7/1 9:15,2016/7/1 10:10,226
1185,2016/7/1 0:20,2016/7/1 10:10,209
1186,2016/6/30 22:40,2016/7/1 10:10,273
1187,2016/7/1 9:10,2016/7/1 10:15,231
1188,2016/7/1 9:35,2016/7/1 10:20,122
1189,2016/7/1 9:35,2016/7/1 10:20,410
1190,2016/7/1 9:30,2016/7/1 10:20,208
1191,2016/7/1 9:20,2016/7/1 10:25,229
1192,2016/6/30 23:20,2016/7/1 10:25,422
1193,2016/7/1 9:25,2016/7/1 10:30,228
1194,2016/7/1 0:20,2016/7/1 10:30,128
1195,2016/7/1 9:45,2016/7/1 10:35,207
1196,2016/7/1 9:35,2016/7/1 10:35,206
1197,2016/6/30 22:35,2016/7/1 10:35,111
1198,2016/7/1 9:55,2016/7/1 10:40,102
1199,2016/7/1 9:40,2016/7/1 10:40,126
1200,2016/7/1 9:30,2016/7/1 10:40,132
1201,2016/7/1 8:55,2016/7/1 10:40,221
1202,2016/7/1 9:55,2016/7/1 10:45,202
1203,2016/7/1 9:40,2016/7/1 10:45,233
1204,2016/7/1 9:15,2016/7/1 10:45,220
1205,2016/6/30 23:30,2016/7/1 10:45,127
1206,2016/7/1 9:50,2016/7/1 10:50,227
1207,2016/7/1 9:50,2016/7/1 10:50,305
1208,2016/6/30 22:00,2016/7/1 10:50,139
1209,2016/7/1 10:00,2016/7/1 10:55,133
1210,2016/7/1 10:00,2016/7/1 10:55,235
1211,2016/7/1 9:50,2016/7/1 10:55,210
1212,2016/6/30 22:45,2016/7/1 11:00,108
1213,2016/7/1 9:40,2016/7/1 11:10,103
1214,2016/7/1 10:15,2016/7/1 11:15,203
1215,2016/7/1 10:10,2016/7/1 11:15,224
1216,2016/7/1 10:10,2016/7/1 11:15,222
